openwebbeans,myriad,drill,jena,etch,wave,shindig,iota,droids,netbeans,sanselan,ivy,zeppelin,rya,skywalking,freemarker,stdcxx,openwhisk,usergrid,samza,tajo,pivot,ratis,reef,mrunit,ofbiz,singa,nmaven,hama,zipkin,xap,datasketches,juice,clerezza,atlas,awf,tamaya,wookie,devicemap,celix,horn,jspwiki,s4,ambari,samoa,openoffice,guacamole,sis,photark,tika,gora,unomi,tashi,shardingsphere,pinot,odf,chukwa,allura,imperius,wink,juddi,airflow,hudi,htrace,daffodil,cordova,madlib,fluo,trafficserver,activemq,tez,jackrabbit,mrql,qpid,iotdb,yoko,ariatosca,blur,batchee,servicemix,gobblin,asterixdb,edgent,subversion,amaterasu,griffin,helix,tuscany,graffito,eagle,giraph,commonsrdf,kalumet,omid,river,deltacloud,beam,gearpump,weex,falcon,slider,hdt,tephra,sling,carbondata,pubscribe,bluesky,twill,kato,druid,systemml,npanday,muse,juneau,tvm,vcl,gossip,hawq,manifoldcf,mesos,quickstep,bval,flink,curator,streams,vxquery,sirona,geode,thrift,bigtop,directory,pulsar,stanbol,predictionio,apisix,isis,s2graph,libcloud,lucy,nifi,knox,trafodion,buildr,datafu,any23,taverna,provisionr,joshua,ranger,openjpa,deltaspike,superset,solr,apex,mynewt,ibatis,aries,syncope,climate,sentry,echarts,zeta,shiro,felix,opennlp,cotton,cassandra,olio,lens,uima,jclouds,roller,lokahi,trafficcontrol,parquet,kafka,hise,pdfbox,bookkeeper,tinkerpop,depot,mnemonic,storm,cloudstack,nuvem,metron,adffaces,brooklyn,servicecomb,ignite,wicket,hcatalog,oozie,iceberg,click,stratos,johnzon,xmlbeans,abdera,calcite,ctakes,warble,kitty,ripple,aurora,synapse,openmeetings,kylin,bloodhound,harmony,agila,empire,oltu,oodt,jdo,sqoop,flex,esme,mod_ftp,plc4x,openaz,chemistry,lucenenet,tapestry,marmotta,cmda,pig,dolphinscheduler,heraldry,derby,myfaces,fineract,flume,ace,ftpserver,phoenix,ant,lenya,triplesoup,crunch,airavata,pirk,accumulo,rave,whirr,olingo,directmemory,socialsite,spark,groovy,rocketmq,beehive,geronimo,stonehenge,rcf,impala,dubbo,couchdb,concerted,cxf,ode,commons,alois,onami,struts,metamodel,corinthia,cayenne,spamassassin,kudu,avalon,nutch,kabuki
-1,44,-1,-1,0,90,-1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,0,-1,14,-1,-1,-1,-1,12,-1,-1,18,6,16,20,-1,10,0,-1,0,-1,-1,-1,10,-1,-1,16,14,-1,84,4,0,-1,0,10,-1,152,-1,0,14,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,10,-1,-1,-1,2,-1,0,-1,0,-1,-1,-1,6,-1,0,-1,-1,2,-1,-1,-1,22,-1,64,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,6,-1,2,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,0,-1,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,6,-1,-1,2,30,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,0,-1,12,-1,-1,-1,-1,24,-1,-1,12,14,20,2,-1,2,24,-1,2,-1,-1,-1,10,-1,-1,8,0,-1,112,26,0,-1,2,8,-1,-1,-1,0,12,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,0,-1,0,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,-1,-1,-1,2,-1,6,-1,6,-1,-1,-1,2,-1,0,-1,-1,0,-1,-1,-1,12,-1,346,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,0,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,0,16,-1,-1,2,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,0,-1,12,-1,-1,-1,-1,8,-1,-1,14,4,18,40,-1,20,-1,-1,0,-1,-1,-1,6,-1,-1,10,0,-1,0,10,6,-1,0,0,-1,-1,-1,0,14,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,6,6,-1,0,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,122,-1,-1,-1,4,-1,12,-1,2,-1,-1,-1,0,-1,0,-1,-1,6,-1,-1,-1,24,-1,62,-1,-1,-1,-1,-1,-1,2,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,22,-1,-1,-1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,0,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,6,50,-1,-1,28,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,0,-1,20,-1,-1,-1,-1,6,-1,-1,8,36,16,8,-1,20,-1,-1,0,-1,-1,-1,2,-1,-1,12,6,-1,-1,14,34,-1,0,10,-1,-1,-1,42,8,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,72,-1,-1,-1,26,-1,12,-1,0,-1,-1,-1,0,-1,2,-1,-1,4,-1,-1,-1,24,-1,90,-1,-1,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,6,-1,6,-1,-1,-1,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,0,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,2,20,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,26,-1,-1,-1,-1,0,-1,-1,22,16,20,12,-1,12,-1,-1,4,-1,-1,-1,28,-1,-1,2,2,-1,-1,2,2,-1,0,8,-1,-1,-1,30,24,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,18,12,-1,16,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,24,-1,-1,-1,2,-1,24,-1,2,-1,-1,-1,0,-1,0,-1,-1,2,-1,-1,-1,48,-1,48,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,0,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,28,-1,-1,8,2,-1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,0,-1,22,-1,-1,-1,-1,0,-1,-1,20,6,-1,26,-1,10,-1,-1,0,-1,-1,-1,4,-1,-1,18,0,-1,-1,2,6,-1,4,0,-1,-1,-1,0,6,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,14,0,-1,0,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,72,-1,-1,-1,10,-1,12,-1,0,-1,-1,-1,2,-1,2,-1,-1,2,-1,-1,-1,20,-1,4,-1,-1,-1,-1,-1,-1,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,2,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,2,30,-1,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,40,-1,-1,-1,-1,76,-1,-1,16,24,-1,0,-1,20,-1,-1,6,-1,-1,-1,10,-1,-1,22,0,-1,-1,12,2,-1,0,12,-1,-1,-1,2,6,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,6,14,-1,0,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,-1,-1,-1,0,-1,10,-1,0,-1,-1,-1,50,-1,2,-1,-1,0,-1,-1,-1,34,-1,24,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,0,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,18,-1,-1,6,66,-1,-1,4,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,42,-1,-1,-1,-1,30,-1,-1,20,18,-1,2,-1,12,-1,-1,2,-1,-1,-1,2,-1,-1,34,0,-1,-1,2,2,-1,2,4,-1,-1,-1,0,12,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,18,6,-1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,0,-1,10,-1,14,-1,-1,-1,4,-1,0,-1,-1,2,-1,-1,-1,18,-1,122,-1,-1,-1,-1,-1,-1,0,14,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,6,-1,-1,0,422,-1,-1,2,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,-1,14,-1,-1,-1,-1,26,-1,-1,12,8,-1,12,-1,4,-1,-1,0,-1,-1,-1,8,-1,-1,6,0,-1,-1,0,8,-1,0,10,-1,-1,-1,0,8,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,10,0,-1,0,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,54,-1,-1,-1,0,-1,10,-1,0,-1,-1,-1,0,-1,2,-1,-1,0,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,8,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,0,-1,6,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,10,-1,-1,0,58,-1,-1,4,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,30,-1,-1,-1,-1,6,-1,-1,2,18,-1,16,-1,6,-1,-1,0,-1,-1,-1,0,-1,-1,12,2,-1,-1,4,14,-1,0,0,-1,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,0,-1,0,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,30,-1,-1,-1,0,-1,2,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,2,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,8,-1,4,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,12,-1,-1,0,66,-1,-1,0,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,58,-1,-1,-1,-1,56,-1,-1,4,28,-1,2,-1,10,-1,-1,0,-1,-1,-1,0,-1,-1,12,12,-1,-1,0,0,-1,2,2,-1,-1,-1,4,34,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,0,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,64,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,4,-1,6,-1,-1,0,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,10,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,32,-1,2,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,0,34,-1,-1,2,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,20,-1,28,-1,-1,-1,-1,6,-1,-1,8,8,-1,16,-1,4,-1,-1,0,-1,-1,-1,0,-1,-1,14,2,-1,-1,16,22,-1,0,4,-1,-1,-1,2,22,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,8,0,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,68,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,2,-1,12,-1,-1,0,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,18,-1,12,-1,-1,-1,-1,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,12,-1,-1,14,16,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,8,-1,16,-1,-1,-1,-1,60,-1,-1,22,2,-1,20,-1,2,-1,-1,0,-1,-1,-1,8,-1,-1,22,0,-1,-1,10,20,-1,0,40,-1,-1,-1,0,16,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,6,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,76,-1,-1,-1,0,-1,2,-1,6,-1,-1,-1,0,-1,12,-1,-1,0,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,0,-1,10,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,0,24,-1,-1,2,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,66,-1,-1,-1,0,-1,20,-1,-1,-1,-1,-1,-1,-1,10,10,-1,14,-1,30,-1,-1,6,-1,-1,-1,0,-1,-1,26,2,-1,-1,16,-1,-1,0,54,-1,-1,-1,0,12,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,8,-1,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,96,-1,-1,-1,0,-1,4,-1,12,-1,-1,-1,0,-1,6,-1,-1,12,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,2,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,38,-1,20,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,0,6,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,12,-1,-1,-1,-1,-1,-1,-1,12,20,-1,14,-1,12,-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,-1,-1,8,-1,-1,0,10,-1,-1,-1,2,14,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,12,0,-1,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,22,-1,-1,-1,0,-1,2,-1,2,-1,-1,-1,0,-1,0,-1,-1,12,-1,-1,-1,46,-1,-1,-1,-1,-1,-1,-1,-1,2,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,2,18,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,0,-1,54,-1,-1,-1,-1,-1,-1,-1,2,2,-1,8,-1,2,-1,-1,0,-1,-1,-1,0,-1,-1,-1,6,-1,-1,2,-1,-1,2,2,-1,-1,-1,80,16,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,32,-1,-1,-1,0,-1,2,-1,0,-1,-1,-1,0,-1,0,-1,-1,10,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,-1,34,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
